CountryCode,question_label,target_group,education,answer,percentage
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,29
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,11
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,14
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,9
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,36
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,14
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,41
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",49
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,76
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",74
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),43
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,69
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,2
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,0
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,0
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,10
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,9
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,47
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",45
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,54
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",78
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),18
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,47
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,6
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,3
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,10
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,21
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,17
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,49
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",39
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,61
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",61
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),42
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,54
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,11
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,3
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,12
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,19
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,7
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,21
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",45
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,32
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",52
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),43
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,62
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,10
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,19
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,0
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,7
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,2
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,11
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",46
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,54
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",70
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),9
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,35
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,13
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,9
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,6
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,25
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,15
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,48
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",44
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,78
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",70
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),48
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,60
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,10
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,3
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,10
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,31
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,9
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,51
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",30
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,43
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",34
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),22
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,31
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,6
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,14
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,6
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,53
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,26
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,61
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",56
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,83
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",71
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),68
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,78
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,10
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,3
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,2
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,3
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,8
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,18
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",43
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,63
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",76
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),16
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,33
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,16
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,7
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,20
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,26
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,5
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,38
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",33
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,56
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",46
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),16
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,37
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,9
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,5
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,4
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,21
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,23
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,48
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",53
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,71
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",64
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),42
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,57
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,7
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,11
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,3
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,11
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,7
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,18
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",42
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,63
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",68
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),16
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,33
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,15
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,8
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,4
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,17
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,10
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,33
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",37
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,61
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",62
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),24
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,40
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,13
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,8
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,40
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,58
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,44
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,67
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",44
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,67
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",67
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),62
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,66
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,22
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,4
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,My home ,8
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Around my family ,29
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,School ,11
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Workplace ,48
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"A cafe, restaurant, pub, club",51
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public transport ,67
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,"In the street, a square, park, car park or other public place",64
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,In a healthcare setting (hospital or other medical service),39
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Public premises or buildings,56
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Other ,14
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Tertiary,Dont Know ,7
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,My home ,4
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Around my family ,14
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,School ,11
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Workplace ,31
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"A cafe, restaurant, pub, club",40
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public transport ,61
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"In the street, a square, park, car park or other public place",65
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,In a healthcare setting (hospital or other medical service),21
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public premises or buildings,48
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Other ,15
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Dont Know ,5
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,My home ,2
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Around my family ,11
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,School ,10
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Workplace ,17
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"A cafe, restaurant, pub, club",35
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public transport ,67
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"In the street, a square, park, car park or other public place",78
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,In a healthcare setting (hospital or other medical service),13
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public premises or buildings,40
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Other ,13
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Dont Know ,7
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,My home ,18
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Around my family ,35
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,School ,35
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Workplace ,59
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"A cafe, restaurant, pub, club",63
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public transport ,68
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"In the street, a square, park, car park or other public place",77
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,In a healthcare setting (hospital or other medical service),46
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public premises or buildings,61
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Other ,8
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Dont Know ,6
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,My home ,30
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Around my family ,59
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,School ,47
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Workplace ,66
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"A cafe, restaurant, pub, club",63
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public transport ,61
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"In the street, a square, park, car park or other public place",74
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,In a healthcare setting (hospital or other medical service),52
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public premises or buildings,69
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Other ,11
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Dont Know ,3
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,My home ,3
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Around my family ,15
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,School ,9
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Workplace ,29
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"A cafe, restaurant, pub, club",35
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public transport ,57
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"In the street, a square, park, car park or other public place",56
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,In a healthcare setting (hospital or other medical service),30
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public premises or buildings,43
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Other ,8
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Dont Know ,14
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,My home ,2
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Around my family ,11
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,School ,10
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Workplace ,26
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"A cafe, restaurant, pub, club",28
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public transport ,64
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"In the street, a square, park, car park or other public place",66
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,In a healthcare setting (hospital or other medical service),15
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Public premises or buildings,41
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Other ,18
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Dont Know ,9
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,My home ,1
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Around my family ,5
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,School ,2
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,Workplace ,4
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,Tertiary,"A cafe, restaurant, pub, club",32
