CountryCode,question_label,target_group,openness,answer,percentage
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,13
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Always,11
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Often,28
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Rarely,33
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,28
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Dont know,1
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Always,10
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Often,26
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Rarely,37
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,26
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Always,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Often,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Rarely,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Always,20
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Often,15
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Rarely,32
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,33
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Always,7
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Always,8
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Always,14
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Never,14
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Rarely,14
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Often,15
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Always,17
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Always,19
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Always,19
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Rarely,20
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Often,20
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Rarely,20
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Never,25
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Rarely,25
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Often,26
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Often,26
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Rarely,27
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Often,27
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Never,30
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Rarely,30
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Never,30
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Often,34
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Often,36
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Always,36
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Never,37
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Never,39
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Rarely,42
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Rarely open,Never,44
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,4
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,27
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,32
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,37
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,6
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,41
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,34
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,18
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,38
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,28
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,32
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,2
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,21
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,13
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,25
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,41
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,5
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,14
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,35
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,45
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,6
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,23
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,38
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,33
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,NA
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,NA
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,NA
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,NA
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,8
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,32
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,36
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,22
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,2
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,16
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,39
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,28
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,17
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,10
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,34
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,34
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,22
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,9
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,14
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,54
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,23
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,18
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,40
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,28
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,13
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,1
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,43
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,30
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,25
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,2
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,14
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,26
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,45
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,14
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,8
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,25
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,41
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,26
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,10
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,35
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,30
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,26
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,21
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,23
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,38
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,18
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,11
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,20
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,29
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,41
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,12
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,12
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,30
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,46
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,10
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,39
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,51
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,23
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,39
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,24
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,14
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,14
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,16
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,39
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,31
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,27
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,36
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,19
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,18
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,NA
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,NA
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,NA
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,NA
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,29
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,13
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,28
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,31
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,11
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,27
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,42
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,20
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,16
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,31
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,31
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,21
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,31
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,23
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,26
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,20
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Always,26
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Often,27
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Rarely,21
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Never open,Never,26
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,11
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,15
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,39
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,35
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,14
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,32
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,26
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,28
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,0
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,34
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,18
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,22
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,26
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,0
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,25
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,22
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,27
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,25
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,0
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,14
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,18
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,31
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,37
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,1
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,13
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,19
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,35
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,33
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,0
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,17
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,8
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,33
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,40
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,2
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,25
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,25
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,29
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,20
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,1
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Always,21
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Often,22
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Rarely,29
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Never,29
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Never open,Dont know,0
