CountryCode,question_label,target_group,LGBTI_openness,answer,percentage
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,25
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,14
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,3
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,35
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,45
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,17
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,9
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,26
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,45
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,20
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,14
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,29
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,36
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,19
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,2
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,10
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,28
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,31
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,31
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,47
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,34
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,13
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,5
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,1
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,21
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,26
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,35
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,18
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,2
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,18
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,54
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,26
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,33
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,27
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,23
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,17
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,28
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,32
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,26
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,14
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,16
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,31
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,42
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,12
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,38
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,26
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,27
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,9
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,15
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,34
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,22
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,28
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,1
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,34
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,37
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,26
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,3
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,11
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,36
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,33
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,19
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,30
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,34
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,17
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,19
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,19
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,49
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,22
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,10
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,64
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,18
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,14
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,4
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,6
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,9
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,61
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,24
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,52
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,20
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,19
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,9
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,16
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,37
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,34
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,14
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,23
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,17
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Always,52
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Often,25
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Rarely,12
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Rarely open,Never,12
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,5
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,36
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,39
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,19
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,2
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,22
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,40
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,31
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,8
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,50
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,28
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,6
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,17
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,10
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,19
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,24
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,46
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,1
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,14
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,34
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,33
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,19
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,13
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,28
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,45
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,14
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,31
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,36
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,26
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,7
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,32
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,42
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,18
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,8
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,20
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,29
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,34
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,18
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,13
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,20
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,39
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,28
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,40
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,35
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,15
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,9
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,46
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,38
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,10
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,6
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,47
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,31
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,8
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,15
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,11
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,20
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,42
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,27
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,34
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,31
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,18
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,16
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,24
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,32
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,24
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,20
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,47
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,24
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,21
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,9
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,0
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Always,12
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Often,41
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Never open,Rarely,18
