CountryCode,question_label,target_group,partner,answer,percentage
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Rarely,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Never,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Always,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Often,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Rarely,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Never,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Always,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Often,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Rarely,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Never,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Always,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Often,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Rarely,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Never,NA
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Always,15
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Often,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Rarely,28
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Never,27
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Always,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Often,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Female partner,Rarely,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,28
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,19
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,20
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,33
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,23
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,25
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,8
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,44
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,78
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,9
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,13
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,33
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,24
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Rarely,15
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,29
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Always,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Often,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Male partner,Never,NA
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Other / non-binary,Always,19
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Other / non-binary,Often,12
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Other / non-binary,Rarely,41
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Other / non-binary,Never,29
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,17
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,11
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,25
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,44
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,2
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,46
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,31
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,8
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,16
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,20
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,33
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,22
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,26
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,31
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,29
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,21
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,19
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,24
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,32
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,15
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,29
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,No partner currently,Rarely,NA
