CountryCode,question_label,target_group,subset,answer,percentage
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,14
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,29
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,32
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,25
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,43
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,39
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,14
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,4
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,2
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,15
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,61
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,22
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,1
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,54
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,14
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,15
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,17
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,13
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,28
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,38
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,20
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,1
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,22
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,28
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,19
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Always,56
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Often,28
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Rarely,16
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Tertiary,Never,1
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,11
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,11
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,46
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,32
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,14
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,31
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,33
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,22
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,39
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,23
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,23
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,15
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,19
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,5
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,23
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,52
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,1
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,9
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,26
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,37
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,28
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,12
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,30
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,39
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,20
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,34
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,29
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,28
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,9
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,26
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,37
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,23
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,14
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,14
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,28
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,26
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,32
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,9
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,13
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,45
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,33
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,29
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,28
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,19
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,23
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,41
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,32
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,16
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,11
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,43
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,23
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,23
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,10
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,1
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,16
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,21
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,46
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,16
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,22
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,31
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,16
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,32
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,22
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,43
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,11
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,24
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,41
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,28
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,25
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,7
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,27
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,31
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,14
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,29
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,16
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,35
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,19
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,25
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,4
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,32
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,34
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,22
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,12
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,18
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,24
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,26
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,30
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,1
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,31
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,43
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,17
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,9
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,14
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,15
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,36
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,34
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,30
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,35
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,15
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,20
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,15
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,38
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,27
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,20
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,21
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,29
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,25
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,24
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,55
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,9
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,35
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,1
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Always,59
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Often,18
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Rarely,15
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Trans people,Upper secondary,Never,8
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,21
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,24
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,21
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,33
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Rarely,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Never,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Always,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Intersex people,Lower secondary or less,Often,NA
